case_id,user_id,IP_id,BAddress_id,DAddress_id,device_id,amount,team_id,status,product_id,BIN_id
C2628,U14991,IP1560,A9854,A9854,D7665,497.331,T120,S1,P4422,BIN179
C2629,U11361,IP667,A5408,A5408,D1523,634.171,T43,S2,P1560,BIN290
C2630,U9694,IP4353,A1489,A1489,D509,97.052,T155,S1,P3157,BIN424
C2631,U23741,IP2620,A177,A177,D9415,210.949,T153,S2,P3495,BIN61
C2632,U10798,IP7006,A321,A321,D8384,206.431,T43,S2,P3239,BIN944
C2633,U10567,IP4745,A3073,A3073,D8637,27.738,T200,S3,P4762,BIN115
C2634,U17430,IP4166,A117,A117,D9306,681.143,T43,S1,P1324,BIN153
C2635,U15373,IP8790,A4034,A4034,D3299,964.093,T127,S2,P4949,BIN171
C2636,U14743,IP2771,A106,A106,D4842,12.98,T92,S3,P697,BIN930
C2637,U14608,IP8233,A4491,A4491,D7242,918.567,T137,S2,P2533,BIN356
C2638,U22260,IP8332,A955,A955,D6133,977.949,T3,S2,P908,BIN107
C2639,U21342,IP4744,A4621,A4621,D5685,791.144,T186,S2,P3717,BIN541
C2640,U9422,IP9958,A2676,A2676,D2930,150.073,T169,S3,P1027,BIN698
C2641,U14058,IP8954,A3114,A3114,D547,162.484,T98,S1,P899,BIN206
C2642,U10127,IP8189,A5208,A5208,D3358,254.695,T22,S2,P1188,BIN621
C2643,U6117,IP8791,A1633,A1633,D7459,230.029,T117,S3,P1048,BIN927
C2644,U15809,IP7731,A5032,A5032,D5096,293.621,T109,S1,P2158,BIN973
C2645,U4441,IP6135,A8566,A8566,D500,13.848,T116,S2,P2520,BIN394
C2646,U19871,IP778,A6652,A6652,D1454,890.985,T148,S1,P2134,BIN682
C2647,U16168,IP3839,A5861,A6646,D8287,484.301,T30,S2,P2709,BIN593
C2648,U1991,IP2584,A9097,A9097,D8313,273.719,T30,S1,P1385,BIN837
C2649,U19599,IP4541,A9042,A4095,D9034,514.575,T79,S2,P4214,BIN980
C2650,U6265,IP6692,A8523,A3126,D9466,58.091,T168,S2,P728,BIN675
C2651,U6986,IP932,A1116,A1116,D5727,248.207,T7,S1,P3140,BIN934
C2652,U16520,IP2469,A4356,A444,D1096,613.459,T41,S2,P3215,BIN102
C2653,U14776,IP3747,A1734,A1734,D7898,552.951,T48,S3,P3157,BIN82
C2654,U12104,IP7415,A9682,A9682,D8446,434.771,T119,S3,P675,BIN676
C2655,U19066,IP9891,A944,A944,D6971,586.322,T128,S2,P2375,BIN798
C2656,U14262,IP3723,A5531,A5531,D4192,939.897,T169,S3,P3341,BIN163
C2657,U11648,IP3553,A3429,A3429,D5342,541.669,T137,S1,P3175,BIN991
C2658,U23171,IP5639,A2480,A2480,D4214,530.55,T32,S3,P1579,BIN359
C2659,U23107,IP9429,A1759,A1759,D9101,398.423,T52,S3,P2192,BIN445
C2660,U21914,IP6765,A3306,A3306,D16,978.069,T165,S3,P407,BIN756
C2661,U8761,IP9324,A2449,A2449,D3212,812.85,T26,S2,P2652,BIN238
C2662,U22121,IP5157,A4126,A4126,D1459,300.801,T48,S3,P3968,BIN543
C2663,U24435,IP3245,A4400,A8043,D367,255.077,T140,S2,P3771,BIN171
C2664,U1750,IP7278,A3162,A5577,D9216,801.099,T198,S1,P1430,BIN104
C2665,U15369,IP9076,A7377,A7377,D8536,497.741,T27,S1,P3364,BIN511
C2666,U19085,IP7912,A580,A580,D4623,764.639,T177,S1,P802,BIN777
C2667,U12180,IP3065,A6838,A6838,D1984,742.345,T71,S1,P108,BIN359
C2668,U15496,IP3231,A7230,A7230,D8843,241.537,T13,S2,P2212,BIN858
C2669,U9452,IP7503,A7658,A7658,D9567,871.545,T10,S1,P2,BIN738
C2670,U18056,IP4510,A6960,A6960,D2292,63.877,T39,S2,P4190,BIN106
C2671,U10059,IP4393,A1810,A1810,D7220,787.209,T103,S2,P2600,BIN139
C2672,U15694,IP4487,A6731,A6731,D5534,882.185,T147,S3,P1127,BIN94
C2673,U1768,IP834,A6080,A6080,D7424,903.187,T141,S1,P3195,BIN282
C2674,U3915,IP1095,A1337,A1337,D865,921.044,T156,S1,P3117,BIN383
C2675,U7709,IP5783,A4440,A4440,D2103,819.744,T148,S1,P2467,BIN891
C2676,U24319,IP987,A8073,A9922,D8808,855.696,T88,S3,P2954,BIN381
C2677,U7171,IP367,A3388,A3388,D965,996.031,T189,S3,P4647,BIN932
C2678,U5324,IP9864,A9360,A9360,D177,811.538,T173,S2,P3890,BIN16
C2679,U24386,IP7890,A6622,A6622,D22,58.646,T15,S3,P4184,BIN544
C2680,U22932,IP7529,A3936,A3936,D4172,733.263,T17,S2,P4242,BIN600
C2681,U7051,IP1883,A852,A852,D4346,741.365,T41,S3,P1348,BIN320
C2682,U3540,IP2695,A5649,A5649,D8447,195.703,T96,S1,P4895,BIN90
C2683,U5509,IP4236,A6857,A6857,D669,629.617,T2,S2,P4640,BIN980
C2684,U124,IP8027,A1802,A3561,D3033,181.703,T131,S2,P2856,BIN755
C2685,U7685,IP2728,A7450,A5083,D3814,819.084,T41,S2,P1921,BIN452
C2686,U16647,IP7382,A4135,A6562,D6408,96.664,T151,S1,P970,BIN148
C2687,U1969,IP1668,A6516,A6516,D2324,734.121,T51,S1,P3558,BIN916
C2688,U5567,IP9796,A6291,A6291,D6611,674.209,T52,S1,P1944,BIN500
C2689,U8488,IP8282,A4550,A4550,D2738,67.279,T80,S2,P1872,BIN268
C2690,U17590,IP3768,A3594,A3594,D841,926.356,T151,S1,P408,BIN746
C2691,U7325,IP4822,A6121,A6121,D5301,553.347,T69,S2,P2588,BIN276
C2692,U20559,IP8875,A8400,A8400,D4013,491.957,T83,S1,P2528,BIN470
C2693,U16640,IP4806,A2426,A2426,D1622,120.463,T181,S2,P857,BIN561
C2694,U17892,IP2735,A6513,A6513,D5828,914.186,T6,S1,P4129,BIN108
C2695,U4041,IP5549,A8099,A8099,D3537,156.693,T99,S3,P2591,BIN445
C2696,U22543,IP716,A4276,A4276,D432,425.669,T82,S2,P4362,BIN816
C2697,U5327,IP6182,A9788,A9788,D2877,975.887,T199,S3,P4161,BIN85
C2698,U16910,IP4432,A9131,A9131,D6016,704.332,T62,S2,P2060,BIN782
C2699,U21667,IP5243,A5691,A6292,D764,223.796,T20,S2,P837,BIN775
C2700,U20714,IP6645,A8514,A8514,D13,110.089,T113,S3,P1455,BIN500
C2701,U11895,IP7952,A9593,A5782,D8535,279.868,T106,S1,P2199,BIN435
C2702,U4013,IP3388,A7992,A7992,D9918,708.583,T198,S1,P1136,BIN286
C2703,U12453,IP5243,A1236,A1236,D7486,8.087,T135,S3,P2259,BIN363
C2704,U21517,IP5442,A2136,A2136,D9379,655.168,T140,S3,P1908,BIN45
C2705,U9525,IP3235,A1862,A1862,D2741,128.217,T51,S1,P1265,BIN83
C2706,U8128,IP7241,A3675,A3675,D2879,561.131,T162,S3,P2605,BIN80
C2707,U3219,IP8136,A861,A861,D5047,590.003,T38,S1,P1407,BIN447
C2708,U21485,IP1088,A3371,A3371,D2003,314.543,T142,S1,P1282,BIN405
C2709,U11669,IP1594,A6954,A6954,D9864,723.726,T184,S3,P688,BIN22
C2710,U15676,IP2679,A5512,A5512,D8695,594.617,T17,S1,P3547,BIN114
C2711,U11439,IP614,A6786,A6786,D3524,154.34,T12,S1,P4491,BIN709
C2712,U20657,IP2290,A184,A826,D686,230.711,T24,S3,P4782,BIN560
C2713,U7353,IP3738,A809,A809,D3378,249.302,T21,S3,P1243,BIN584
C2714,U24042,IP6900,A2029,A2029,D6075,606.094,T183,S1,P3573,BIN364
C2715,U18392,IP6806,A2901,A2901,D830,689.864,T80,S1,P3723,BIN427
C2716,U2520,IP6744,A7052,A7052,D5219,942.971,T161,S2,P938,BIN226
C2717,U2665,IP2059,A7050,A7050,D275,921.675,T118,S2,P1968,BIN375
C2718,U13383,IP5412,A638,A638,D1164,298.468,T106,S2,P2717,BIN477
C2719,U22934,IP9513,A4041,A4041,D1493,282.058,T98,S1,P4205,BIN661
C2720,U11239,IP3251,A4954,A4954,D5017,205.985,T92,S3,P3300,BIN836
C2721,U9143,IP9428,A9501,A9501,D709,329.598,T199,S1,P2503,BIN712
C2722,U4743,IP7293,A6641,A6641,D137,695.242,T97,S3,P406,BIN662
C2723,U5901,IP5599,A4495,A9243,D4882,872.97,T154,S2,P1762,BIN617
C2724,U23756,IP7791,A2734,A2734,D1947,841.452,T55,S3,P1915,BIN532
C2725,U23580,IP6442,A2690,A2690,D2810,756.308,T145,S2,P676,BIN602
C2726,U2156,IP7193,A6018,A6018,D6537,520.219,T132,S1,P3241,BIN428
C2727,U17422,IP962,A6661,A6661,D4308,213.309,T25,S1,P3451,BIN919
C2728,U13179,IP5451,A55,A55,D6887,836.03,T67,S1,P2998,BIN479
C2729,U10719,IP338,A7192,A7192,D8176,435.395,T177,S1,P362,BIN101
C2730,U15689,IP9299,A8675,A8675,D6460,984.069,T49,S2,P1034,BIN644
C2731,U7437,IP9965,A6492,A6492,D411,489.49,T126,S1,P967,BIN761
C2732,U5786,IP8695,A7003,A7003,D4658,571.286,T127,S2,P3239,BIN240
C2733,U5656,IP7185,A1299,A1299,D4392,331.538,T75,S2,P2565,BIN825
C2734,U6102,IP2224,A8805,A3933,D953,702.356,T113,S3,P1165,BIN657
C2735,U3531,IP3974,A8386,A8386,D4470,26.911,T88,S1,P786,BIN814
C2736,U21867,IP3896,A3087,A3087,D5887,150.015,T38,S1,P4680,BIN296
C2737,U21305,IP2638,A443,A443,D7149,340.398,T22,S1,P3251,BIN517
C2738,U5158,IP5387,A6866,A6866,D9072,463.874,T109,S2,P883,BIN881
C2739,U24804,IP3743,A8528,A8528,D9933,288.757,T200,S2,P3695,BIN337
C2740,U10576,IP2265,A8828,A8828,D1058,40.836,T151,S2,P1940,BIN65
C2741,U3191,IP5524,A1015,A1015,D5984,534.651,T142,S1,P4735,BIN797
C2742,U23422,IP6805,A3308,A3308,D6920,418.746,T137,S1,P596,BIN368
C2743,U5852,IP806,A2322,A2322,D3288,364.661,T58,S1,P300,BIN128
C2744,U15954,IP8360,A6457,A6457,D1602,859.48,T138,S1,P824,BIN907
C2745,U18923,IP2858,A5817,A5817,D4507,411.475,T10,S3,P3299,BIN693
C2746,U9764,IP9443,A7624,A7624,D7684,821.918,T11,S2,P3552,BIN329
C2747,U16102,IP3700,A8544,A8544,D8672,40.956,T78,S2,P3216,BIN855
C2748,U20278,IP9211,A2311,A5190,D5184,962.695,T43,S2,P1073,BIN716
C2749,U3161,IP4475,A4218,A6493,D8074,921.91,T75,S2,P4300,BIN71
C2750,U23685,IP8245,A7560,A7560,D5214,860.245,T75,S1,P3571,BIN511
C2751,U21697,IP5931,A80,A80,D4099,553.777,T50,S3,P904,BIN818
C2752,U1941,IP9762,A2459,A2459,D7533,662.152,T179,S3,P1037,BIN615
C2753,U590,IP428,A1285,A2487,D9309,444.262,T153,S2,P2234,BIN867
C2754,U23005,IP2827,A2392,A2392,D8988,238.467,T95,S1,P2646,BIN594
C2755,U24805,IP3878,A8750,A8750,D1046,127.073,T44,S2,P2532,BIN373
C2756,U18139,IP5808,A4806,A4806,D1136,310.138,T61,S1,P3590,BIN202
C2757,U9369,IP4525,A6657,A6657,D4629,738.29,T55,S1,P2083,BIN861
C2758,U5432,IP1423,A1069,A1069,D1453,145.884,T121,S1,P4292,BIN523
C2759,U3781,IP4515,A9571,A5840,D3278,418.577,T99,S2,P2815,BIN106
C2760,U2728,IP3896,A5460,A5460,D1909,192.248,T29,S1,P480,BIN548
C2761,U839,IP2933,A5727,A5727,D2958,386.104,T10,S2,P4827,BIN818
C2762,U23000,IP124,A705,A705,D9689,944.555,T128,S1,P1509,BIN765
C2763,U16845,IP4779,A8067,A8067,D5270,108.001,T76,S2,P543,BIN331
C2764,U6778,IP8769,A4514,A4514,D8550,157.652,T145,S3,P1607,BIN856
C2765,U2779,IP7680,A2819,A2819,D1210,140.678,T72,S3,P4160,BIN996
C2766,U13415,IP7729,A3436,A4682,D2074,414.333,T68,S1,P96,BIN24
C2767,U22038,IP6690,A2730,A5695,D5326,915.172,T196,S1,P4342,BIN636
C2768,U3481,IP2843,A6548,A6548,D5720,180.831,T111,S2,P1438,BIN287
C2769,U8346,IP1001,A8475,A8475,D9793,140.546,T130,S1,P3310,BIN394
C2770,U11880,IP571,A9941,A4128,D7239,667.983,T113,S1,P3837,BIN880
C2771,U7037,IP4924,A3586,A3586,D3630,520.455,T139,S1,P4321,BIN27
C2772,U5302,IP8925,A4145,A4145,D1400,598.989,T5,S2,P1880,BIN949
C2773,U10951,IP8050,A731,A731,D5382,941.639,T43,S2,P343,BIN603
C2774,U21065,IP3596,A6110,A6110,D6946,944.031,T53,S3,P2776,BIN124
C2775,U14054,IP6417,A6973,A6973,D823,970.71,T138,S2,P3398,BIN662
C2776,U24454,IP6947,A8496,A8496,D828,598.632,T106,S1,P4453,BIN488
C2777,U16702,IP2239,A3281,A3281,D7501,892.327,T100,S3,P2503,BIN829
C2778,U522,IP3635,A5244,A5244,D6757,282.902,T70,S1,P4412,BIN323
C2779,U12444,IP4836,A6089,A6089,D8438,411.106,T57,S1,P2511,BIN317
C2780,U23058,IP7818,A9772,A9772,D4263,628.023,T54,S3,P4526,BIN999
C2781,U723,IP9618,A1838,A1838,D111,446.571,T102,S1,P4933,BIN428
C2782,U14967,IP8364,A1970,A1970,D8340,751.223,T174,S3,P106,BIN291
C2783,U14830,IP6217,A6663,A6663,D8538,146.433,T33,S3,P4369,BIN472
C2784,U21650,IP2677,A1387,A1387,D3513,817.445,T148,S1,P1717,BIN227
C2785,U1616,IP6140,A3646,A3646,D9277,651.606,T46,S1,P1590,BIN346
C2786,U3552,IP9716,A5587,A5587,D5104,288.019,T199,S3,P457,BIN688
C2787,U1536,IP5975,A7164,A7164,D6243,353.078,T13,S1,P1140,BIN374
C2788,U13980,IP3804,A6444,A6444,D2604,149.396,T109,S2,P3303,BIN146
C2789,U14564,IP4378,A4128,A4128,D3292,178.872,T133,S3,P1317,BIN917
C2790,U24450,IP3696,A9985,A9985,D8479,398.79,T10,S2,P3690,BIN927
C2791,U12857,IP1573,A3387,A3387,D5488,10.59,T124,S3,P2232,BIN499
C2792,U22440,IP4244,A1761,A1761,D1295,75.956,T76,S1,P1621,BIN47
C2793,U23083,IP4357,A8914,A8914,D2140,941.885,T73,S3,P4752,BIN828
C2794,U15832,IP9458,A4448,A4448,D5596,946.232,T89,S3,P321,BIN937
C2795,U14235,IP9671,A7960,A8083,D5307,958.714,T184,S1,P4342,BIN586
C2796,U21823,IP6775,A4691,A4691,D6223,531.705,T47,S2,P1991,BIN193
C2797,U2254,IP6480,A9175,A9175,D9082,588.416,T53,S1,P3259,BIN478
C2798,U20572,IP9277,A4664,A4664,D406,990.583,T159,S2,P507,BIN104
C2799,U10721,IP1279,A6323,A6323,D1221,353.969,T70,S1,P2081,BIN841
C2800,U9525,IP9323,A619,A619,D3394,782.654,T151,S2,P4668,BIN971
C2801,U7302,IP3269,A3047,A3047,D8323,846.825,T180,S3,P4118,BIN570
C2802,U22845,IP7638,A6099,A6099,D9324,189.266,T112,S3,P2524,BIN877
C2803,U9195,IP3592,A2113,A2113,D3898,139.258,T55,S2,P3768,BIN927
C2804,U7764,IP3086,A4510,A4510,D7445,366.703,T48,S2,P2676,BIN201
C2805,U5800,IP572,A6251,A6251,D9198,41.455,T10,S1,P1942,BIN548
C2806,U15089,IP2011,A2531,A2531,D9383,573.682,T123,S3,P1745,BIN120
C2807,U24705,IP2533,A6483,A6483,D5133,616.589,T43,S2,P3435,BIN126
C2808,U22862,IP1726,A8160,A8874,D7673,455.154,T94,S1,P2148,BIN947
C2809,U19376,IP8259,A496,A2349,D9148,834.944,T46,S1,P4749,BIN389
C2810,U3700,IP115,A950,A950,D1574,623.607,T149,S1,P4358,BIN276
C2811,U915,IP5782,A7891,A7891,D9447,603.875,T17,S2,P1711,BIN375
C2812,U8129,IP4813,A5923,A5923,D8149,330.802,T98,S3,P2994,BIN720
C2813,U11746,IP4986,A9185,A9185,D4848,655.789,T105,S2,P4114,BIN367
C2814,U21217,IP8463,A349,A349,D4563,408.775,T135,S2,P3802,BIN804
C2815,U14128,IP2061,A1145,A1145,D8089,160.815,T89,S1,P4988,BIN950
C2816,U5454,IP6379,A5576,A304,D9417,303.103,T149,S1,P267,BIN461
C2817,U19091,IP1599,A6081,A6081,D3300,69.895,T110,S3,P2588,BIN598
C2818,U16669,IP4808,A5951,A5951,D4298,260.796,T84,S1,P565,BIN154
C2819,U5536,IP8818,A7090,A7090,D1089,379.127,T98,S3,P4210,BIN228
C2820,U1261,IP9918,A7737,A7737,D2261,325.826,T107,S2,P627,BIN40
C2821,U16292,IP2935,A4114,A4114,D2450,817.77,T117,S3,P2914,BIN605
C2822,U19253,IP2749,A2319,A2319,D3141,851.571,T183,S1,P2567,BIN750
C2823,U12372,IP7063,A7224,A7224,D2151,266.941,T8,S2,P1696,BIN326
C2824,U101,IP4458,A6782,A6782,D9802,769.494,T131,S3,P3654,BIN332
C2825,U23288,IP8381,A8293,A8293,D3916,134.8,T55,S1,P2614,BIN637
C2826,U13468,IP189,A8521,A8521,D8135,785.901,T126,S1,P3807,BIN65
C2827,U20410,IP9115,A721,A2211,D642,318.84,T129,S1,P1643,BIN373
C2828,U18767,IP2439,A8568,A4992,D2792,297.804,T192,S1,P4609,BIN79
C2829,U4880,IP7396,A8820,A8820,D8824,421.513,T117,S1,P4204,BIN237
C2830,U1375,IP4621,A5976,A5976,D1734,803.955,T114,S2,P3338,BIN902
C2831,U12831,IP2260,A4908,A4908,D4694,986.998,T90,S1,P2329,BIN870
C2832,U10520,IP9034,A5408,A5408,D4403,549.039,T68,S1,P3410,BIN900
C2833,U4637,IP7385,A7939,A7939,D1403,376.843,T10,S1,P626,BIN347
C2834,U9715,IP7261,A4979,A4979,D9949,494.699,T84,S3,P4936,BIN404
C2835,U18801,IP8922,A4031,A4031,D9557,885.999,T94,S2,P599,BIN866
C2836,U17659,IP4302,A6772,A6772,D5021,398.268,T182,S1,P4234,BIN749
C2837,U4155,IP7823,A6780,A6780,D3987,165.374,T164,S1,P2495,BIN302
C2838,U1178,IP4960,A9021,A9021,D2196,957.3,T169,S3,P4992,BIN166
C2839,U19261,IP1852,A5330,A5330,D5698,228.328,T80,S1,P1905,BIN664
C2840,U21447,IP4075,A4925,A4925,D4591,866.962,T87,S3,P1147,BIN105
C2841,U12830,IP6309,A6530,A6530,D1395,298.097,T79,S3,P3396,BIN196
C2842,U20259,IP3499,A6950,A6950,D4362,218.917,T163,S3,P2285,BIN54
C2843,U22307,IP1050,A5898,A7149,D1883,698.071,T65,S3,P2028,BIN388
C2844,U11133,IP2856,A8355,A8355,D9948,398.311,T20,S1,P2632,BIN932
C2845,U20465,IP9374,A1625,A1625,D2251,466.551,T74,S3,P1801,BIN456
C2846,U19778,IP8408,A1806,A9185,D1611,311.126,T146,S1,P3275,BIN976
C2847,U1242,IP7652,A8561,A8561,D9513,690.209,T200,S1,P4632,BIN14
C2848,U3600,IP2163,A2244,A2244,D7177,68.328,T60,S1,P1668,BIN206
C2849,U10489,IP3280,A1342,A1342,D9772,692.298,T25,S1,P3114,BIN936
C2850,U24315,IP9734,A1728,A1728,D255,858.551,T98,S2,P480,BIN916
C2851,U19855,IP8868,A126,A126,D5774,585.919,T180,S2,P1952,BIN417
C2852,U12009,IP730,A4470,A4470,D4591,513.415,T189,S2,P3297,BIN433
C2853,U10309,IP7805,A157,A157,D4764,809.39,T140,S2,P2993,BIN446
C2854,U16535,IP5370,A2692,A2692,D8677,675.048,T23,S1,P4318,BIN987
C2855,U1723,IP7198,A725,A725,D4882,556.521,T99,S2,P4264,BIN556
C2856,U10643,IP8771,A7648,A7648,D145,780.795,T158,S1,P3231,BIN105
C2857,U22317,IP9051,A6555,A6555,D9143,472.025,T195,S3,P3365,BIN497
C2858,U6607,IP3448,A5077,A5077,D5720,361.093,T97,S1,P504,BIN126
C2859,U8361,IP6607,A8702,A8702,D8596,183.196,T148,S2,P2250,BIN194
C2860,U24056,IP7119,A2619,A2255,D8247,52.769,T148,S1,P4123,BIN496
C2861,U9389,IP5698,A4584,A4584,D9167,592.748,T99,S3,P497,BIN911
C2862,U13718,IP8104,A6028,A9437,D1218,145.67,T152,S1,P750,BIN329
C2863,U24887,IP8139,A1524,A1524,D9507,41.287,T58,S3,P10,BIN416
C2864,U6517,IP3458,A6398,A6398,D4836,215.382,T128,S1,P567,BIN538
C2865,U2281,IP6796,A2382,A2382,D3719,366.508,T35,S3,P66,BIN112
C2866,U1953,IP4469,A7435,A7435,D7436,235.229,T118,S2,P4011,BIN4
C2867,U11412,IP7513,A9527,A9527,D3153,286.89,T51,S3,P289,BIN816
C2868,U22736,IP2102,A8134,A8134,D6308,546.602,T14,S3,P4764,BIN783
C2869,U3184,IP8183,A7150,A7150,D4532,793.49,T134,S3,P2414,BIN155
C2870,U20687,IP8133,A4958,A4958,D2041,755.901,T157,S2,P4014,BIN83
C2871,U13800,IP7663,A5948,A9406,D7949,189.57,T35,S3,P2393,BIN383
C2872,U17775,IP826,A9874,A9874,D7430,353.667,T149,S3,P2076,BIN609
C2873,U4864,IP8930,A6608,A6608,D1979,944.028,T169,S2,P2097,BIN953
C2874,U1983,IP1530,A7004,A2717,D2948,967.295,T40,S2,P1110,BIN51
C2875,U13557,IP9884,A3686,A3686,D5089,503.396,T29,S3,P2424,BIN44
C2876,U23105,IP8078,A5064,A6369,D5740,274.746,T161,S2,P4335,BIN899
C2877,U3199,IP8828,A2816,A2816,D2241,18.961,T103,S3,P4384,BIN778
C2878,U14385,IP4698,A3785,A3785,D2879,798.829,T137,S1,P2757,BIN923
C2879,U8561,IP8277,A6476,A6476,D4160,556.014,T161,S2,P4698,BIN305
C2880,U11796,IP6600,A6606,A6606,D5068,94.482,T160,S1,P3883,BIN402
C2881,U2668,IP2858,A5457,A5457,D9051,644.609,T94,S2,P2557,BIN797
C2882,U13941,IP679,A5702,A5702,D6815,923.569,T151,S1,P2133,BIN520
C2883,U4068,IP3531,A9776,A9776,D3988,925.295,T110,S2,P2624,BIN646
C2884,U13871,IP4946,A8053,A8053,D8826,336.461,T82,S3,P2798,BIN844
C2885,U24302,IP8850,A8153,A8153,D5972,749.032,T65,S3,P3796,BIN321
C2886,U19238,IP6490,A7133,A7133,D8624,520.131,T9,S3,P3394,BIN81
C2887,U6933,IP3713,A4549,A4549,D2424,635.075,T169,S2,P1919,BIN155
C2888,U8011,IP6673,A6025,A6916,D4486,614.029,T44,S1,P4668,BIN674
C2889,U23897,IP63,A3183,A3183,D3225,757.501,T172,S2,P2872,BIN491
C2890,U17743,IP9005,A6457,A6457,D4126,584.201,T31,S2,P102,BIN387
C2891,U5248,IP1712,A5344,A2306,D3230,849.722,T77,S3,P3757,BIN370
C2892,U17876,IP8108,A9316,A9316,D4269,693.23,T83,S2,P543,BIN996
C2893,U14811,IP5318,A7123,A7123,D6456,859.05,T17,S2,P2157,BIN302
C2894,U10744,IP1374,A5611,A5611,D6605,172.664,T100,S3,P229,BIN78
C2895,U5684,IP1265,A2605,A124,D2997,176.701,T90,S3,P323,BIN488
C2896,U10514,IP9473,A314,A314,D3496,498.001,T51,S2,P1460,BIN847
C2897,U14524,IP5467,A2322,A2322,D3494,551.625,T55,S3,P3203,BIN237
C2898,U23758,IP9673,A2812,A6834,D7335,218.343,T134,S1,P1894,BIN761
C2899,U16660,IP6058,A7966,A7966,D6120,785.987,T128,S3,P305,BIN865
C2900,U20501,IP915,A7322,A7322,D7264,830.05,T52,S1,P1991,BIN494
C2901,U22235,IP6510,A6900,A6900,D9172,709.79,T12,S1,P4715,BIN311
C2902,U23357,IP1346,A232,A232,D8108,645.701,T121,S1,P3731,BIN885
C2903,U7090,IP9326,A461,A461,D1248,763.991,T178,S2,P2058,BIN231
C2904,U6693,IP4504,A2194,A2194,D8169,411.096,T124,S3,P2816,BIN808
C2905,U11155,IP6448,A9001,A9001,D7565,981.985,T137,S3,P3859,BIN956
C2906,U14980,IP6730,A4323,A4323,D4905,338.778,T50,S2,P2343,BIN26
C2907,U12852,IP4551,A1009,A1009,D8353,263.845,T124,S3,P2509,BIN149
C2908,U13736,IP5635,A6265,A6265,D2633,949.451,T175,S3,P263,BIN132
C2909,U8843,IP5088,A9396,A9396,D5639,396.242,T57,S1,P2655,BIN40
C2910,U24442,IP2430,A286,A286,D1892,147.974,T123,S3,P1829,BIN444
C2911,U6347,IP1431,A2344,A2344,D1572,290.112,T98,S2,P418,BIN29
C2912,U7752,IP2409,A8993,A8993,D1076,356.04,T42,S3,P2046,BIN237
C2913,U16889,IP3463,A229,A4872,D2224,679.731,T73,S1,P3686,BIN272
C2914,U13545,IP658,A3724,A3724,D2744,538.111,T66,S2,P1765,BIN280
C2915,U13437,IP5076,A1620,A1620,D9329,187.575,T88,S2,P3236,BIN443
C2916,U9947,IP9579,A7953,A7417,D7633,861.245,T139,S1,P1213,BIN127
C2917,U12448,IP2251,A6670,A6670,D1468,957.827,T63,S1,P4469,BIN399
C2918,U22398,IP1766,A1916,A1916,D1905,653.475,T73,S1,P349,BIN725
C2919,U6847,IP586,A3343,A3343,D9878,193.508,T52,S2,P2683,BIN586
C2920,U13266,IP4412,A5865,A5865,D8435,795.994,T131,S2,P4441,BIN468
C2921,U3706,IP6654,A2579,A3605,D495,151.357,T40,S3,P2612,BIN866
C2922,U17787,IP8168,A4342,A8578,D1891,550.345,T88,S3,P3641,BIN874
C2923,U623,IP9599,A971,A971,D7384,748.752,T40,S1,P77,BIN453
C2924,U10553,IP5442,A191,A191,D3534,973.739,T2,S2,P1373,BIN373
C2925,U4090,IP8542,A863,A863,D6849,625.375,T164,S1,P4311,BIN113
C2926,U8252,IP6594,A7108,A7108,D3940,106.679,T157,S1,P4947,BIN742
C2927,U16548,IP178,A6583,A1464,D936,605.168,T168,S2,P3668,BIN729
C2928,U13134,IP1480,A3498,A7163,D6519,182.956,T146,S2,P3646,BIN106
C2929,U21168,IP5387,A4176,A4176,D2492,392.246,T98,S2,P1840,BIN222
C2930,U12260,IP2190,A8723,A2276,D8445,638.375,T54,S3,P456,BIN77
C2931,U15543,IP6506,A9307,A9768,D6451,146.392,T131,S2,P1443,BIN442
C2932,U21164,IP7505,A8275,A9581,D7560,51.928,T159,S1,P623,BIN49
C2933,U515,IP9459,A1838,A1838,D7623,406.973,T158,S1,P1435,BIN446
C2934,U11292,IP2374,A5335,A5335,D8452,579.647,T141,S3,P3155,BIN213
C2935,U9911,IP246,A4907,A4907,D9368,769.484,T125,S3,P4377,BIN129
C2936,U21566,IP6075,A8165,A7338,D168,665.55,T192,S2,P3626,BIN900
C2937,U22465,IP107,A4404,A4404,D9379,351.516,T19,S1,P1362,BIN47
C2938,U9434,IP547,A1969,A1969,D4207,655.728,T193,S3,P1918,BIN196
C2939,U20980,IP1135,A833,A833,D4203,611.853,T69,S2,P1687,BIN665
C2940,U10892,IP7769,A8692,A8692,D9320,641.9,T87,S3,P1620,BIN686
C2941,U20611,IP6539,A8191,A8191,D7613,597.496,T92,S2,P1039,BIN937
C2942,U5554,IP9763,A2570,A2570,D9271,885.167,T191,S2,P1403,BIN772
C2943,U21121,IP416,A3354,A3354,D5584,371.979,T45,S1,P1405,BIN907
C2944,U18982,IP1825,A4471,A4471,D8767,33.294,T182,S1,P3898,BIN599
C2945,U93,IP8446,A8253,A8253,D2360,931.892,T40,S2,P778,BIN873
C2946,U12995,IP4296,A5737,A5737,D9009,377.6,T169,S2,P1062,BIN692
C2947,U24329,IP7049,A5977,A5977,D4224,513.641,T92,S2,P1515,BIN5
C2948,U19864,IP8628,A6626,A6626,D8295,343.444,T5,S1,P4306,BIN72
